age,job,marital,education,default,balance,housing,loan,duration
47,management,married,tertiary,no,414,no,no,387
56,retired,divorced,secondary,no,389,yes,no,379
51,unknown,married,unknown,no,167,no,no,205
37,services,married,unknown,no,-224,no,no,332
48,blue-collar,single,primary,no,0,no,no,71
39,services,married,tertiary,no,6497,no,no,567
44,blue-collar,married,secondary,no,1025,yes,no,200
35,blue-collar,married,unknown,no,1201,no,no,537
44,management,married,tertiary,no,17361,no,no,476
58,housemaid,divorced,primary,no,0,no,no,290
56,services,married,unknown,no,616,no,no,1812
45,management,divorced,tertiary,no,959,no,no,74
50,admin.,married,secondary,no,1019,yes,no,76
57,management,married,tertiary,no,1172,no,no,26
59,retired,married,secondary,no,5744,no,no,632
58,management,married,tertiary,no,3768,yes,no,316
58,housemaid,married,primary,no,1274,no,no,35
46,blue-collar,divorced,primary,no,2870,no,no,52
50,services,married,secondary,no,753,no,no,59
52,retired,married,primary,no,9,no,no,243
44,management,married,tertiary,no,2283,yes,yes,81
59,retired,married,primary,no,1245,no,no,205
54,housemaid,divorced,primary,no,1194,no,no,58
39,blue-collar,married,primary,no,-186,no,yes,320
48,admin.,married,secondary,no,17957,no,no,700
48,self-employed,single,unknown,no,0,no,no,453
44,services,married,secondary,no,1872,yes,no,146
56,entrepreneur,married,tertiary,no,773,no,no,345
32,management,single,tertiary,no,7419,yes,no,248
53,blue-collar,divorced,secondary,no,517,yes,no,188
36,admin.,married,secondary,no,90,no,no,166
55,management,married,secondary,no,0,no,no,324
44,blue-collar,single,unknown,no,4330,no,no,16
51,entrepreneur,single,secondary,no,440,no,no,392
48,admin.,married,secondary,no,1800,yes,no,103
56,blue-collar,divorced,secondary,no,486,yes,no,577
47,blue-collar,single,unknown,no,2443,no,no,422
53,self-employed,married,tertiary,no,235,no,no,112
47,unemployed,married,primary,no,0,no,no,308
52,management,married,tertiary,no,1147,no,no,43
44,blue-collar,married,secondary,no,-448,yes,no,149
60,retired,married,tertiary,no,1336,no,no,324
59,blue-collar,married,unknown,no,337,no,no,100
35,admin.,married,secondary,no,1476,no,no,209
37,services,married,secondary,no,2128,no,no,105
41,entrepreneur,married,secondary,no,707,no,no,707
33,technician,married,secondary,no,4,yes,yes,625
47,technician,married,secondary,no,3478,no,no,13
46,admin.,married,secondary,no,126,no,no,1255
50,management,married,tertiary,no,3296,no,no,255
45,services,single,secondary,no,1771,no,no,50
38,services,divorced,secondary,no,446,yes,no,373
50,unknown,married,unknown,no,200,no,no,18
43,housemaid,married,secondary,no,5233,no,no,108
54,blue-collar,married,primary,no,45,yes,no,142
38,technician,single,tertiary,no,11,no,no,78
59,retired,divorced,primary,no,681,no,yes,376
37,housemaid,divorced,secondary,no,37,no,no,155
51,technician,married,secondary,no,2682,no,no,56
58,management,married,tertiary,no,2729,no,no,188
53,technician,married,secondary,no,1776,no,no,443
59,admin.,married,secondary,no,479,no,no,326
60,management,married,tertiary,no,11,no,no,802
47,unknown,married,unknown,no,1880,no,no,64
60,admin.,single,secondary,no,3916,no,no,18
45,management,divorced,tertiary,no,220,yes,no,89
36,student,single,unknown,no,386,no,no,359
37,blue-collar,married,secondary,no,523,no,no,257
44,services,divorced,secondary,no,608,yes,yes,19
45,technician,married,secondary,no,2571,no,no,146
57,retired,divorced,primary,no,914,no,no,404
45,retired,married,primary,no,1152,no,no,234
38,blue-collar,single,secondary,no,519,yes,yes,13
36,entrepreneur,married,tertiary,no,9405,no,no,297
39,blue-collar,single,secondary,no,1967,no,no,156
52,technician,married,secondary,no,0,yes,no,636
49,technician,married,unknown,no,1355,yes,no,300
40,technician,married,tertiary,no,-1779,yes,yes,37
44,housemaid,single,primary,no,1059,no,no,2093
38,services,married,secondary,no,611,yes,yes,61
36,services,married,secondary,no,1024,yes,no,111
31,blue-collar,married,secondary,no,671,yes,no,704
42,blue-collar,married,primary,no,3,no,no,45
44,entrepreneur,married,secondary,no,692,no,no,73
40,technician,married,tertiary,no,4396,no,no,1195
50,blue-collar,married,primary,no,280,yes,no,61
41,services,divorced,secondary,no,2769,yes,no,96
41,admin.,married,secondary,no,1245,no,no,140
57,blue-collar,married,unknown,no,4722,yes,no,121
49,blue-collar,married,primary,no,1050,yes,no,84
33,admin.,single,secondary,no,3160,no,no,719
51,blue-collar,married,primary,no,1238,no,no,48
51,technician,married,tertiary,no,1533,no,no,242
31,blue-collar,single,secondary,no,54,no,no,230
53,management,married,tertiary,no,694,no,no,130
28,blue-collar,single,secondary,no,623,no,no,25
47,retired,married,primary,no,197,no,no,57
53,retired,married,secondary,no,357,no,no,154
60,management,married,secondary,no,358,no,no,74
37,services,divorced,primary,no,0,yes,no,77
60,entrepreneur,married,primary,no,0,no,no,201
38,self-employed,married,secondary,no,29125,no,no,313
58,management,married,tertiary,no,5680,no,no,114
40,blue-collar,divorced,unknown,no,2357,no,no,66
50,unemployed,married,secondary,no,193,yes,no,305
60,retired,married,primary,no,415,no,no,49
37,blue-collar,single,primary,no,12130,yes,no,429
48,housemaid,divorced,primary,no,2582,no,no,51
45,services,single,secondary,no,359,yes,no,41
47,technician,divorced,secondary,no,165,no,no,99
51,admin.,single,secondary,no,1994,no,no,771
57,housemaid,divorced,primary,no,113,no,no,378
57,blue-collar,married,primary,no,1236,no,no,152
44,management,divorced,tertiary,no,0,no,no,491
38,blue-collar,single,secondary,no,1121,no,no,203
38,services,married,secondary,no,393,no,no,90
57,unknown,divorced,unknown,no,4244,no,no,626
46,blue-collar,married,primary,no,1823,no,no,135
44,blue-collar,single,tertiary,no,827,yes,no,65
42,housemaid,married,primary,no,1371,no,no,125
49,blue-collar,married,unknown,no,507,no,yes,16
54,technician,single,tertiary,no,1433,yes,yes,18
54,technician,married,secondary,no,1455,yes,no,90
59,retired,married,primary,no,1427,no,no,140
37,blue-collar,married,primary,no,1104,no,no,15
39,housemaid,single,primary,no,1340,no,no,113
53,entrepreneur,married,primary,no,-257,yes,yes,249
49,services,married,secondary,no,2058,no,no,82
48,unknown,married,unknown,no,2261,no,no,445
32,management,married,tertiary,no,607,yes,no,1060
45,management,married,tertiary,no,-687,yes,yes,92
36,blue-collar,married,primary,no,946,yes,no,255
58,housemaid,married,primary,no,2387,no,no,55
42,services,married,secondary,no,3236,no,no,521
44,services,divorced,secondary,no,20541,no,yes,501
40,admin.,single,secondary,no,1670,yes,no,161
57,blue-collar,married,unknown,no,4148,no,no,340
42,blue-collar,married,primary,no,-303,yes,no,40
47,services,married,primary,no,504,no,yes,156
39,blue-collar,single,primary,no,0,no,no,375
52,admin.,married,secondary,no,0,no,no,161
57,housemaid,divorced,primary,no,7451,no,no,43
36,admin.,married,secondary,no,542,yes,no,604
59,blue-collar,married,secondary,no,0,no,no,368
44,blue-collar,married,secondary,no,2092,no,yes,452
41,blue-collar,married,primary,no,219,no,yes,1574
39,admin.,married,secondary,no,0,no,no,29
58,blue-collar,married,secondary,no,1826,yes,no,47
60,entrepreneur,married,primary,no,987,no,no,102
46,unknown,married,primary,no,110,no,no,113
36,blue-collar,married,secondary,no,537,no,no,160
48,blue-collar,married,primary,no,649,no,no,136
50,blue-collar,married,secondary,no,5,no,no,170
44,admin.,single,secondary,no,2524,no,no,82
42,technician,married,secondary,no,370,no,no,302
54,blue-collar,married,primary,no,10662,no,no,256
50,services,married,secondary,no,748,no,yes,147
47,admin.,married,secondary,no,1195,no,no,451
41,services,married,secondary,no,7509,no,no,575
41,technician,married,secondary,no,1278,no,no,532
60,management,married,unknown,no,6313,no,no,39
54,management,married,tertiary,no,4112,no,no,86
46,housemaid,married,primary,no,1188,no,no,675
59,blue-collar,married,primary,no,4143,no,no,122
40,blue-collar,married,primary,no,117,yes,no,172
57,unemployed,married,secondary,no,0,no,no,97
53,admin.,divorced,secondary,no,-112,no,no,394
50,self-employed,married,secondary,no,306,no,no,37
39,services,single,tertiary,no,410,no,no,266
52,unemployed,divorced,tertiary,no,0,no,no,297
51,technician,divorced,secondary,no,107,no,no,593
55,blue-collar,married,secondary,no,2010,no,no,446
57,retired,single,secondary,no,630,no,no,276
46,management,single,unknown,no,312,yes,no,108
50,entrepreneur,single,tertiary,no,0,yes,no,638
56,retired,married,primary,no,1906,no,yes,45
38,technician,married,unknown,no,499,no,no,240
59,retired,married,secondary,no,1723,no,no,70
42,entrepreneur,single,unknown,no,33,no,no,25
41,admin.,married,secondary,no,2,yes,no,64
45,technician,married,tertiary,no,3626,no,no,2485
48,entrepreneur,married,tertiary,no,269,yes,no,149
54,retired,married,primary,no,1925,no,no,348
38,management,married,tertiary,yes,-1007,yes,yes,71
50,blue-collar,divorced,primary,no,-232,yes,no,168
58,blue-collar,married,primary,no,0,yes,no,573
55,blue-collar,married,secondary,no,5874,no,no,229
58,retired,married,secondary,no,1463,yes,no,446
54,technician,married,secondary,no,415,yes,no,34
41,self-employed,single,unknown,no,426,yes,no,75
39,services,married,tertiary,no,16,no,no,32
55,technician,married,secondary,no,891,no,no,268
41,management,divorced,tertiary,no,1,yes,no,244
40,blue-collar,married,secondary,no,3316,no,no,102
53,unemployed,divorced,secondary,no,4512,no,no,203
58,retired,married,tertiary,no,5087,no,no,252
51,admin.,married,secondary,no,884,no,no,50
49,technician,married,secondary,no,148,no,no,13
58,entrepreneur,married,secondary,no,3,no,no,188
37,entrepreneur,married,tertiary,no,678,no,yes,395
40,self-employed,married,secondary,no,0,no,no,61
55,entrepreneur,married,primary,no,38,no,yes,63
55,services,married,secondary,no,477,no,no,170
42,blue-collar,married,primary,no,692,no,yes,207
43,self-employed,single,tertiary,no,0,no,no,147
44,management,married,secondary,no,11972,no,no,127
56,technician,married,tertiary,no,1663,no,no,22
49,blue-collar,divorced,secondary,no,848,yes,no,109
51,management,divorced,tertiary,no,3415,yes,no,677
50,management,married,tertiary,no,4045,no,no,167
43,self-employed,married,tertiary,no,4324,yes,no,105
41,unemployed,married,primary,no,2636,no,no,318
54,services,married,secondary,no,0,no,no,220
45,admin.,married,secondary,no,825,no,no,140
40,blue-collar,married,secondary,no,273,yes,no,1082
57,retired,married,secondary,no,712,yes,yes,824
39,blue-collar,divorced,secondary,no,37,no,yes,248
59,retired,married,primary,no,143,yes,no,11
44,management,married,tertiary,no,7177,no,no,89
44,blue-collar,single,primary,no,1308,no,yes,161
55,services,married,secondary,no,557,no,no,58
45,services,divorced,secondary,no,1381,no,no,653
59,technician,married,secondary,no,2528,no,yes,216
41,technician,divorced,secondary,no,586,yes,no,223
40,services,married,secondary,no,1358,no,no,96
43,admin.,married,secondary,no,1113,no,no,477
50,blue-collar,married,primary,no,1179,no,no,30
36,management,divorced,secondary,no,47,no,no,159
59,admin.,married,secondary,no,1365,no,no,327
40,blue-collar,married,primary,no,607,yes,no,432
42,admin.,single,secondary,no,283,yes,no,446
57,retired,married,unknown,no,1621,yes,no,108
46,blue-collar,married,primary,no,1844,no,no,29
38,management,married,unknown,no,3053,no,no,178
40,unemployed,single,primary,no,5613,yes,no,152
52,entrepreneur,divorced,secondary,no,302,no,no,169
37,admin.,single,secondary,no,124,yes,no,635
52,unemployed,married,primary,no,425,no,no,122
48,blue-collar,married,primary,no,343,no,no,136
42,blue-collar,single,primary,no,1401,yes,no,69
37,blue-collar,married,primary,no,0,yes,no,129
46,unemployed,married,primary,no,641,yes,no,201
41,blue-collar,divorced,secondary,no,3622,no,no,1135
45,blue-collar,married,primary,no,351,yes,no,66
57,admin.,single,secondary,no,5768,yes,no,512
57,blue-collar,divorced,secondary,no,1795,yes,no,818
36,unemployed,married,unknown,no,1437,no,no,810
35,self-employed,married,tertiary,no,1833,no,no,138
52,management,married,tertiary,no,3737,yes,no,574
56,admin.,married,secondary,no,6005,yes,no,44
37,blue-collar,married,primary,no,253,yes,no,145
41,unemployed,divorced,secondary,no,271,yes,no,196
48,services,married,secondary,no,334,no,yes,270
54,blue-collar,married,primary,no,211,no,no,200
50,admin.,divorced,unknown,no,4204,no,no,335
56,retired,married,secondary,yes,101,no,yes,330
41,admin.,divorced,secondary,no,256,no,no,91
48,blue-collar,single,unknown,no,2961,no,no,361
51,management,married,secondary,no,2604,no,no,64
35,management,single,tertiary,no,2808,yes,no,221
40,admin.,married,secondary,no,1,no,no,84
48,self-employed,married,primary,no,1204,yes,no,53
47,retired,divorced,secondary,no,0,no,no,141
56,blue-collar,married,secondary,no,771,yes,yes,254
55,retired,divorced,secondary,no,1580,no,yes,1007
52,blue-collar,married,primary,no,1409,yes,no,224
38,retired,single,unknown,no,62,no,no,212
52,blue-collar,divorced,primary,no,2800,no,no,149
47,admin.,married,unknown,no,989,no,no,116
46,blue-collar,divorced,primary,no,1712,no,no,110
56,unemployed,married,secondary,no,216,no,no,77
37,technician,married,unknown,no,47,no,no,374
38,blue-collar,married,primary,no,2322,no,no,207
41,blue-collar,divorced,secondary,no,1,no,yes,289
53,services,married,secondary,no,2774,no,yes,193
40,blue-collar,married,primary,no,2132,no,no,143
55,unemployed,single,primary,no,10183,no,no,106
47,housemaid,married,primary,no,823,no,no,191
42,admin.,married,secondary,no,0,no,no,370
54,retired,married,secondary,no,6449,no,no,487
49,blue-collar,married,primary,no,98,no,yes,534
49,entrepreneur,married,primary,no,563,no,no,84
44,technician,married,unknown,no,1127,yes,no,118
47,unemployed,married,secondary,no,0,no,no,284
51,entrepreneur,married,primary,no,4711,no,no,253
46,blue-collar,married,secondary,no,1120,no,yes,786
59,entrepreneur,married,primary,no,0,no,no,239
50,blue-collar,married,unknown,no,1389,yes,no,162
38,unemployed,married,primary,no,338,no,no,219
39,housemaid,married,tertiary,no,4,yes,yes,185
58,services,married,secondary,no,5087,no,no,135
41,technician,married,tertiary,no,-378,yes,yes,252
45,management,married,tertiary,no,9711,no,no,416
36,services,married,secondary,no,3972,yes,yes,32
46,blue-collar,divorced,secondary,no,2441,no,no,217
56,self-employed,married,tertiary,no,411,no,no,145
24,technician,married,secondary,no,691,yes,no,93
51,blue-collar,married,primary,no,1938,no,no,61
29,blue-collar,married,secondary,no,508,yes,yes,262
42,admin.,single,unknown,no,22,no,no,246
51,management,married,tertiary,no,3134,no,no,92
53,technician,married,secondary,no,1319,no,no,1318
23,technician,single,secondary,no,-782,yes,yes,197
47,technician,divorced,secondary,no,5735,no,no,282
55,housemaid,married,primary,no,2152,no,no,922
52,entrepreneur,married,tertiary,no,0,no,no,163
50,entrepreneur,married,secondary,no,1857,no,yes,26
48,management,married,tertiary,no,13501,no,no,63
37,admin.,married,secondary,no,0,no,yes,176
39,services,married,secondary,no,2843,yes,no,585
53,admin.,married,secondary,no,2955,no,no,605
20,admin.,single,secondary,no,66,yes,no,75
38,technician,married,secondary,no,634,no,no,211
36,management,married,tertiary,no,1352,no,no,2028
57,unemployed,married,tertiary,no,209,no,no,453
28,blue-collar,married,primary,no,237,yes,no,498
40,services,married,primary,no,2469,no,yes,202
40,unknown,married,unknown,no,35,no,no,40
50,blue-collar,married,primary,no,59,no,no,184
55,blue-collar,married,primary,no,5109,no,no,55
40,entrepreneur,married,tertiary,yes,0,no,no,952
55,retired,married,primary,no,868,no,no,207
36,blue-collar,single,secondary,no,0,no,no,238
53,retired,married,primary,no,828,yes,no,232
38,technician,single,secondary,no,207,no,no,76
35,technician,single,secondary,no,23,yes,no,113
44,blue-collar,married,secondary,no,17,yes,no,153
60,unknown,married,unknown,no,652,no,no,525
55,management,married,unknown,no,179,no,no,97
54,retired,married,secondary,no,3846,yes,yes,216
39,admin.,single,secondary,no,0,no,yes,142
54,housemaid,married,primary,no,774,no,no,290
39,entrepreneur,married,tertiary,no,6495,no,no,280
52,admin.,married,secondary,no,422,no,no,559
46,unknown,single,unknown,no,63,no,no,235
51,blue-collar,married,primary,no,91,no,yes,368
56,admin.,married,secondary,no,5310,no,no,74
52,retired,married,secondary,no,1282,no,no,148
55,housemaid,married,primary,no,1537,no,no,359
